gene	wt	wt_1	wt_2	ko	ko_1	ko_2
Ninj1	1286	904	4780	824	1046	1047
Ninj2	67	41	243	39	52	33
Ninl	52	54	274	51	40	61
Nip7	8841	6220	33262	5765	7849	6851
Nipa1	25	24	93	18	19	23
Nipa2	2094	1517	8498	1429	1893	1698
Nipal1	65	48	327	45	145	65
Nipal2	0	0	2	0	0	0
Nipal3	995	678	4371	631	1192	850
Nipal4	3	4	27	0	12	4
Nipbl	10549	7532	46020	7148	9085	7981
Nipsnap1	2092	1373	8325	1332	1921	1601
Nipsnap3a	0	0	0	0	0	0
Nipsnap3b	2257	1592	8421	1456	1979	1746
Nisch	13907	9931	59598	9003	11484	10058
Nit1	1658	1213	6749	1007	1534	1167
Nit2	1154	772	4542	772	1064	896
Nkain1	405	278	1632	242	275	287
Nkain2	0	0	0	0	0	0
Nkain3	0	0	0	0	0	0
Nkain4	0	0	0	0	0	0
Nkap	1757	1314	7626	1205	1581	1404
Nkapl	5	3	18	9	5	4
Nkd1	58	30	228	31	28	31
Nkd2	119	93	481	83	59	99
Nkg7	786	696	3529	482	1539	1379
Nkiras1	573	435	2552	382	682	513
Nkiras2	603	429	2561	458	476	470
Nkpd1	46	24	211	34	47	34
Nkrf	2679	1891	11027	1798	2296	1948
Nktr	10895	7776	49424	7390	10232	8811
Nkx1-1	329	231	729	181	92	96
Nkx1-2	2	5	25	1	2	9
Nkx2-1	0	0	0	0	0	1
Nkx2-2	0	0	0	0	0	0
Nkx2-2os	0	0	0	0	0	0
Nkx2-3	0	0	0	0	0	1
Nkx2-4	0	0	4	0	0	0
Nkx2-5	0	0	0	0	0	0
Nkx2-6	0	0	0	0	0	0
Nkx2-9	0	1	0	0	0	0
Nkx3-1	0	0	1	0	0	0
Nkx3-2	1	0	0	0	0	0
Nkx6-1	0	0	0	0	0	0
Nkx6-2	2	0	4	0	1	0
Nkx6-3	0	0	0	0	0	0
Nle1	5522	3805	21304	3339	4456	3818
Nlgn1	0	0	0	0	0	0
Nlgn2	2313	1698	10552	1663	2324	1810
Nlgn3	93	51	397	61	59	63
Nlk	2326	1578	9906	1495	2046	1702
Nln	1572	1092	6015	977	1231	1131
Nlrc3	610	407	2959	407	682	458
Nlrc4	24	15	36	9	16	13
Nlrc5	12022	8621	50994	6865	13722	9381
Nlrp10	8	5	26	7	1	4
Nlrp12	0	0	0	0	0	0
Nlrp14	0	0	0	0	0	0
Nlrp1a	3	9	31	5	10	6
Nlrp1b	21	20	75	13	40	21
Nlrp1c-ps	0	0	0	0	0	1
Nlrp2	0	0	0	0	0	0
Nlrp3	22	12	30	14	49	66
Nlrp4a	0	0	0	0	0	0
Nlrp4b	0	0	0	0	0	0
Nlrp4c	1	0	0	0	0	0
Nlrp4e	0	0	0	0	0	0
Nlrp4f	0	0	0	1	0	0
Nlrp4g	0	0	0	0	0	0
Nlrp5	0	0	0	0	0	0
Nlrp5-ps	1	0	0	0	0	0
Nlrp6	81	43	374	71	127	86
Nlrp9a	0	0	0	0	0	0
Nlrp9b	1	0	0	0	0	0
Nlrp9c	0	0	0	0	0	0
Nlrx1	416	319	1789	227	412	332
Nmb	77	53	345	52	107	63
Nmbr	0	0	0	0	0	0
Nmd3	5920	4347	24325	3957	5284	4796
Nme1	20322	13904	75030	12480	17707	15331
Nme2	31183	21854	115910	19736	28830	24535
Nme3	897	587	3423	535	889	707
Nme4	1214	794	4531	652	801	631
Nme5	0	1	4	0	0	0
Nme6	1128	804	4079	659	801	737
Nme7	1023	691	3779	643	949	728
Nme8	0	0	0	0	0	0
Nme9	0	0	1	0	0	0
Nmi	1402	972	5534	838	1632	1148
Nmnat1	415	281	1711	263	351	280
Nmnat2	17	19	160	22	16	13
Nmnat3	914	646	3603	603	701	569
Nmral1	1432	1105	5770	871	1195	937
Nmrk1	180	122	744	118	155	171
Nmrk2	0	0	3	0	0	0
Nms	0	0	0	0	0	0
Nmt1	9619	6855	38499	6016	8114	7236
Nmt2	3722	2633	15495	2529	3256	3033
Nmu	0	0	0	0	0	0
Nmur1	0	0	2	0	2	1
Nmur2	0	0	0	0	0	0
Nnat	39	21	176	16	33	34
Nnmt	0	0	0	0	0	0
Nnt	2119	1162	7041	1880	2447	1938
Noa1	4758	3497	20371	3299	4189	3727
Nob1	7479	5332	29344	4884	6219	5396
Nobox	0	0	7	0	1	0
Noc2l	28643	20717	118351	19290	25704	22316
Noc3l	6195	4352	24969	4271	5341	4505
Noc4l	12500	8758	50385	7955	9863	8438
Nod1	399	266	1511	232	662	252
Nod2	13	12	42	6	28	44
Nodal	0	1	1	0	0	3
Nog	0	0	0	0	0	0
Nol10	7599	5426	31509	5161	6567	5851
Nol11	8393	5882	34315	5615	6772	6028
Nol12	3657	2627	14818	2324	3264	2837
Nol3	3	4	9	3	2	6
Nol4	0	0	0	0	0	0
Nol4l	101	84	597	59	183	141
Nol6	13583	9796	55963	9167	11730	9756
Nol7	15847	10605	63524	9820	12956	10312
Nol8	5982	4360	25067	4189	5550	4560
Nol9	13279	9280	54167	8533	10368	9248
Nolc1	44763	31620	177191	28854	34384	30943
Nom1	6352	4476	27138	4226	5715	5113
Nomo1	15994	11936	64975	10970	14155	12819
Nono	27560	19488	114351	17262	22483	19193
Nop10	7898	5508	31996	5305	7258	5485
Nop14	11390	8015	46262	7634	9888	8622
Nop16	9076	6187	33516	5767	7910	7037
Nop2	23334	16531	93913	15280	19822	17796
Nop56	30087	21340	121401	19130	25795	21748
Nop58	28180	20523	117985	19864	26272	22915
Nop9	7372	5286	30369	4722	6260	5570
Nos1	20	22	168	14	30	27
Nos1ap	2	2	15	1	3	1
Nos2	58	91	133	111	322	602
Nos3	7	5	23	5	1	5
Nosip	3946	2702	14797	2387	3228	2910
Nostrin	12	5	42	6	10	3
Notch1	22343	16789	97355	14632	18208	15396
Notch2	9395	7052	45792	6455	9591	7043
Notch3	17	11	75	10	10	10
Notch4	34	24	147	13	31	32
Noto	0	0	8	1	0	2
Notum	0	0	1	0	1	1
Nov	0	0	7	0	2	11
Nova1	1	0	6	0	2	1
Nova2	5	3	29	4	10	8
Nox1	9	3	44	3	12	8
Nox3	0	0	0	0	0	0
Nox4	0	0	0	0	0	0
Noxa1	1	1	19	1	1	3
Noxo1	106	73	424	59	108	65
Noxred1	22	25	89	9	31	31
Npas1	73	43	246	58	70	44
Npas2	1627	1187	8554	865	1036	696
Npas3	0	0	0	0	0	0
Npas4	1312	772	5653	848	1083	575
Npat	4061	2960	17946	2790	3185	3060
Npb	17	20	107	12	28	20
Npbwr1	0	0	0	0	0	0
Npc1	1965	1516	9138	1358	2029	1779
Npc1l1	6	2	12	4	6	2
Npc2	17488	11389	65408	10365	18765	16154
Npcd	0	0	0	0	0	0
Npdc1	17	16	72	27	24	25
Npepl1	11894	8492	47671	7453	10209	8478
Npepps	5770	3821	23013	3621	5045	4367
Npff	105	66	464	74	135	85
Npffr1	1	0	2	1	2	0
Npffr2	0	0	0	0	0	0
Nphp1	402	291	1642	261	280	225
Nphp3	458	347	1591	323	337	264
Nphp4	800	618	3335	517	466	549
Nphs1	0	0	0	0	0	0
Nphs1os	0	0	0	0	0	0
Nphs2	1	0	0	0	0	0
Npl	10	7	63	10	17	6
Nploc4	8139	5999	34864	5365	7304	6567
Npm1	198861	139781	770575	137321	176855	155917
Npm2	25	7	69	12	16	16
Npm3	12602	8882	46425	7987	10985	9748
Npm3-ps1	62	44	235	42	68	63
Npnt	131	43	638	44	238	182
Nppa	12	7	47	12	17	10
Nppb	0	0	1	0	0	0
Nppc	110	90	337	51	39	39
Npr1	2	4	19	2	6	4
Npr2	0	0	7	0	2	0
Npr3	2	0	7	1	0	0
Nprl2	946	623	3396	594	883	751
Nprl3	1622	1194	6906	1011	1453	1107
Nps	0	0	0	0	0	0
Npsr1	0	0	0	0	0	0
Nptn	8076	6233	34555	5500	6583	6106
Nptx1	0	1	20	2	0	4
Nptx2	2	0	2	0	1	1
Nptxr	56	43	137	33	27	34
Npvf	0	0	0	0	0	0
Npw	156	113	530	90	100	91
Npy	0	0	13	0	5	0
Npy1r	0	0	0	0	0	0
Npy2r	0	0	0	0	0	0
Npy4r	0	0	0	0	0	0
Npy5r	0	0	0	0	0	0
Npy6r	0	0	0	0	0	0
Nqo1	13	12	74	18	23	38
Nqo2	54	41	263	32	73	57
Nr0b1	0	0	0	0	0	0
Nr0b2	1	0	4	0	0	0
Nr1d1	274	165	965	203	253	208
Nr1d2	1056	834	4838	700	1184	886
Nr1h2	7484	5185	31909	4684	7197	5786
Nr1h3	36	24	141	22	25	29
Nr1h4	0	0	0	1	0	0
Nr1h5	0	0	2	0	0	0
Nr1i2	0	0	0	0	0	1
Nr1i3	4	4	16	0	3	8
Nr2c1	754	558	3230	518	658	528
Nr2c2	2288	1653	10615	1591	2042	1704
Nr2c2ap	289	233	1219	224	311	264
Nr2e1	0	0	0	0	0	0
Nr2e3	0	0	0	0	0	0
Nr2f1	0	1	2	0	0	0
Nr2f2	0	0	0	0	0	0
Nr2f6	1216	799	4885	761	797	768
Nr3c1	3168	2317	13985	2080	3139	2675
Nr3c2	5	0	12	3	6	6
Nr4a1	15004	9317	76352	9882	22874	14019
Nr4a2	2030	1312	9338	1150	2048	1545
Nr4a3	21757	13745	108801	15420	29642	20503
Nr5a1	0	0	2	0	1	0
Nr5a2	0	0	0	0	0	0
Nr6a1	375	196	1386	221	279	229
Nradd	95	70	345	61	100	79
Nrap	13	12	72	9	16	13
Nrarp	333	239	1178	217	199	162
Nras	6227	4505	26163	4400	6316	5567
Nrbf2	831	535	3118	524	701	620
Nrbp1	3746	2571	15085	2397	3988	3036
Nrbp2	92	80	425	36	205	109
Nrcam	0	0	3	0	1	0
Nrd1	12383	8735	54180	8346	11844	10053
Nrde2	2023	1410	8467	1347	1834	1442
Nrep	1	0	5	0	1	1
Nrf1	3540	2322	14576	2209	2758	2275
Nrg1	1	5	8	3	8	9
Nrg2	12	6	28	10	8	8
Nrg3	0	0	0	0	0	0
Nrg3os	0	0	0	0	0	0
Nrg4	99	63	438	56	95	81
Nrgn	190	127	1166	140	371	205
Nrip1	2530	1714	10471	1519	1858	1481
Nrip2	77	56	278	45	52	41
Nrip3	43	16	143	20	25	28
Nrk	0	0	0	0	0	0
Nrl	0	1	0	0	0	0
Nrm	1992	1452	8214	1183	1502	1284
Nrn1	956	570	2783	473	1132	245
Nrn1l	11	14	82	7	14	11
Nron	1	2	18	2	4	0
Nrp	119	90	670	91	175	129
Nrp1	994	790	4829	552	1388	860
Nrp2	208	259	827	141	325	487
Nrros	2815	1943	12007	1784	2649	2125
Nrsn1	0	0	0	0	0	0
Nrsn2	0	0	1	0	0	0
Nrtn	9	10	65	13	16	12
Nrxn1	0	0	2	1	0	0
Nrxn2	5	5	29	5	13	4
Nrxn3	0	0	0	0	0	0
Nsa2	7321	5062	29114	4760	6750	5596
Nsd1	11660	8591	53351	8023	10652	9146
Nsdhl	1538	1005	6034	924	1139	862
Nsf	4820	3783	19918	3228	4054	4398
Nsfl1c	7095	5009	29064	4810	7031	5819
Nsg1	26	18	156	17	33	26
Nsg2	955	586	4916	712	1293	656
Nsl1	2225	1651	9958	1430	1526	1513
Nsmaf	3704	2635	15723	2363	3486	2783
Nsmce1	4595	3256	18806	2995	3374	3235
Nsmce2	1762	1147	6555	996	1441	1177
Nsmce4a	6633	4498	26767	4376	5882	4877
Nsmf	1348	988	6485	847	1095	978
Nsun2	38959	27603	154187	25653	34075	29890
Nsun3	632	435	2387	360	468	391
Nsun4	1495	1071	6018	1039	1418	1216
Nsun5	3686	2559	14348	2360	3181	2548
Nsun6	498	356	2503	344	411	333
Nsun7	1	0	10	0	2	4
Nt5c	6022	4093	22938	3775	6046	5076
Nt5c1a	1	1	3	1	0	1
Nt5c1b	0	0	0	0	0	0
Nt5c2	2853	2011	11582	2018	2640	2240
Nt5c3	2107	1397	7821	1348	2010	1673
Nt5c3b	3971	2664	15464	2527	3283	2905
Nt5dc1	3061	2015	13026	1804	2770	1919
Nt5dc2	1241	852	4363	681	686	738
Nt5dc3	2585	1776	10878	1776	2247	1975
Nt5e	584	397	2411	352	1070	635
Nt5m	966	702	4135	649	820	683
Ntan1	1352	944	5840	935	1424	1183
Ntf3	0	0	0	0	0	0
Ntf5	11	6	86	8	20	14
Nthl1	463	354	1806	317	410	352
Ntm	0	0	0	0	0	0
Ntmt1	2155	1559	8408	1383	1968	1691
Ntn1	120	48	512	71	166	59
Ntn3	6	8	15	5	4	1
Ntn4	4	2	27	7	2	9
Ntn5	2	1	12	2	0	0
Ntng1	0	0	0	0	0	0
Ntng2	390	278	1405	240	539	374
Ntpcr	788	507	2790	449	664	503
Ntrk1	12	5	57	11	28	16
Ntrk2	0	0	0	0	0	0
Ntrk3	72	74	331	47	167	112
Nts	16	23	75	12	24	6
Ntsr1	0	0	0	0	0	0
Ntsr2	0	0	0	0	0	0
Nuak1	25	23	76	14	23	14
Nuak2	371	255	1001	161	817	537
Nub1	7142	4790	29078	4554	6402	5685
Nubp1	4240	2944	16924	2567	3617	3097
Nubp2	7817	5407	30375	4782	6633	5858
Nubpl	723	602	2839	531	647	472
Nucb1	8438	5836	34395	5401	8069	6779
Nucb2	186	146	640	106	134	168
Nucks1	10000	7493	47497	7764	9319	8148
Nudc	21333	14901	86015	13880	18220	16675
Nudcd1	4128	2855	15862	2695	3242	3131
Nudcd2	5816	3915	22344	3496	4214	4015
Nudcd3	6360	4601	25960	4205	5696	4861
Nudt1	2985	2146	11741	1960	2757	2362
Nudt10	0	0	1	0	0	0
Nudt11	1	0	0	0	0	0
Nudt12	28	35	183	26	24	36
Nudt13	302	186	1275	213	293	218
Nudt14	532	334	2047	322	379	398
Nudt15	134	80	543	63	78	73
Nudt16	524	364	2103	291	560	473
Nudt16l1	1374	1010	6199	965	1584	1194
Nudt17	30	25	87	25	52	39
Nudt18	441	323	1891	278	451	387
Nudt19	4860	3403	19045	3173	3901	3404
Nudt2	706	477	2920	494	576	570
Nudt21	1209	789	4763	736	946	858
Nudt22	422	242	1368	231	364	279
Nudt3	7673	5354	33187	5301	7643	6430
Nudt4	5221	3472	20371	3379	4103	3428
Nudt5	6419	4457	24536	4016	4995	4444
Nudt6	810	579	3776	530	725	613
Nudt7	261	195	972	152	252	198
Nudt8	920	630	3779	563	871	726
Nudt9	4533	3124	18393	3017	3833	3481
Nuf2	2563	1774	11347	1775	1548	1774
Nufip1	4110	2937	17208	2764	3497	3005
Nufip2	5779	4179	25913	4115	5735	5208
Nuggc	0	0	7	1	3	0
Numa1	16132	11591	70701	10112	14188	11583
Numb	1625	1197	6830	1019	1394	1169
Numbl	141	116	666	111	162	151
Nup107	11027	7728	44982	7229	8328	7792
Nup133	8504	5916	35556	5530	6410	5944
Nup153	19354	14019	82837	12907	15256	13820
Nup155	10777	7794	46461	7153	7887	7453
Nup160	9166	6807	38123	6130	6485	6618
Nup188	15956	11515	67000	10314	11354	10676
Nup205	18831	13531	79983	12464	13724	12848
Nup210	27024	19923	121542	18151	22847	18957
Nup210l	137	90	612	90	168	129
Nup214	11384	8186	49963	7444	8197	7480
Nup35	605	359	2312	336	484	435
Nup37	2871	1982	11512	1947	2144	2078
Nup43	2906	2026	11332	1858	2322	2064
Nup50	12780	8762	51957	8188	9953	9182
Nup54	5641	4064	22756	3786	4499	4265
Nup62	12206	8566	50507	7787	9442	8312
Nup62-il4i1	6	0	23	5	8	6
Nup62cl	1	0	1	0	0	0
Nup85	13549	9575	54737	8775	10176	9782
Nup88	8713	5966	35696	5867	7234	6470
Nup93	10955	7734	45013	7427	8611	7983
Nup98	14689	10709	63313	9491	11625	10809
Nupl1	5136	3715	21108	3314	3907	3585
Nupl2	1144	825	4663	756	880	723
Nupr1	10	5	38	3	17	15
Nupr1l	8	0	30	2	12	2
Nus1	7474	5291	30974	5070	7218	6410
Nusap1	1211	803	5777	684	667	812
Nutf2	220	155	864	127	172	151
Nutf2-ps1	0	0	0	0	0	0
Nutm1	7	11	67	12	14	19
Nutm2	0	0	0	0	0	0
Nvl	6115	4513	26495	4223	4981	4294
Nwd1	2	1	6	0	7	8
Nwd2	0	0	2	0	0	0
Nxf1	14975	10287	61108	9856	14468	11300
Nxf2	21	16	60	14	13	8
Nxf3	0	0	0	0	0	0
Nxf7	0	3	4	0	0	0
Nxn	2552	1887	10373	1671	2133	1978
Nxnl1	38	28	251	23	59	43
Nxnl2	1	1	3	1	2	1
Nxpe2	0	2	10	1	5	5
Nxpe3	3389	2386	12907	2492	4853	3444
Nxpe4	1	0	8	2	2	1
Nxpe5	0	0	1	1	3	1
Nxph1	0	0	0	0	0	0
Nxph2	0	0	0	0	0	0
Nxph3	0	0	1	0	4	0
Nxph4	1	2	13	2	5	3
Nxt1	2963	2053	11548	1796	2412	2019
Nxt2	243	198	1043	186	220	188
Nyap1	112	93	574	66	122	119
Nyap2	0	0	0	0	0	0
Nynrin	15	7	78	22	28	27
Nyx	5	1	5	1	0	1
Oacyl	0	0	0	0	0	0
Oaf	65	34	280	37	70	66
Oard1	1610	1136	6342	1066	1522	1213
Oas1a	55	43	297	0	7	9
Oas1b	283	172	1242	119	286	149
Oas1c	243	142	941	105	223	142
Oas1d	0	0	0	0	0	0
Oas1e	0	0	1	1	3	0
Oas1f	0	0	1	0	0	0
Oas1g	1	0	5	0	0	0
Oas1h	0	0	0	0	0	0
Oas2	35	19	255	1	8	11
Oas3	389	331	1831	78	254	173
Oasl1	19	21	94	4	6	10
Oasl2	52	48	240	10	79	66
Oat	6802	4891	24798	4361	5068	4781
Oaz1	1	0	0	0	0	0
Oaz1-ps	0	0	0	0	0	0
Oaz2	1025	587	3893	647	1017	820
Oaz3	18	8	96	19	19	21
Obfc1	1069	692	4209	734	1038	845
Obox1	0	0	0	0	0	0
Obox2	0	0	0	0	0	0
Obox3	0	0	0	0	0	0
Obox5	0	0	0	0	0	0
Obox6	0	0	0	0	0	0
Obox7	0	0	0	0	0	0
Obp1a	0	0	0	0	0	0
Obp2a	0	0	6	0	1	0
Obp2b	0	0	0	0	0	0
Obscn	1	2	11	1	2	6
Obsl1	25	16	139	14	17	26
Oc90	0	0	4	0	2	0
Oca2	0	0	0	0	0	0
Ocel1	520	412	2385	370	593	422
Ociad1	8508	5941	34773	5615	8072	6767
Ociad2	13	11	112	17	29	26
Ocln	2	6	15	0	12	5
Ocm	0	0	0	1	1	0
Ocrl	954	707	3910	620	712	759
Ocstamp	9	5	29	7	5	5
Odam	0	0	0	0	0	0
Odc1	44829	32201	168636	29580	43403	40565
Odf1	2	0	0	0	1	0
Odf2	5102	3581	22115	3222	4371	3883
Odf2l	802	552	3063	505	591	524
Odf3	2	0	5	0	0	1
Odf3b	3	1	27	3	8	4
Odf3l1	0	0	0	0	0	0
Odf3l2	0	0	0	0	0	0
Odf4	0	0	0	0	0	0
Ofcc1	0	0	0	0	0	0
Ofd1	1643	1317	7419	1222	1627	1304
Ogdh	20452	14654	85182	13737	16744	14995
Ogdhl	81	48	317	57	25	34
Ogfod1	2583	1720	10606	1717	2269	1988
Ogfod2	1079	769	4742	697	1102	900
Ogfod3	610	401	2317	365	574	439
Ogfr	8142	5809	35130	4982	7589	6182
Ogfrl1	165	118	790	86	262	180
Ogg1	1241	952	4992	775	1062	858
Ogn	1	2	12	1	2	0
Ogt	9848	6959	44494	6831	10745	8009
Oip5	822	615	3430	576	544	592
Oit1	0	0	0	0	0	0
Oit3	24	12	119	7	23	10
Ola1	8897	5994	34758	5917	8370	7018
Olah	0	0	0	0	0	0
Olfm1	33	24	109	11	29	54
Olfm2	6	5	24	4	6	4
Olfm3	0	0	0	0	0	0
Olfm4	0	0	0	0	0	0
Olfml1	0	0	0	0	0	0
Olfml2a	13	15	95	10	1	3
Olfml2b	0	0	4	2	1	0
Olfml3	8	3	21	3	2	5
Olfr1	0	0	0	0	0	0
Olfr10	0	0	0	0	0	0
Olfr100	0	0	0	0	0	0
Olfr1000	0	0	0	0	0	0
Olfr1002	0	0	0	0	0	0
Olfr1006	0	0	0	0	0	0
Olfr1008	0	0	0	0	0	0
Olfr1009	0	0	0	0	0	0
Olfr101	0	0	3	0	2	0
Olfr1010	0	0	0	0	0	0
Olfr1012	0	0	0	0	0	1
Olfr1013	0	0	0	0	0	0
Olfr1014	0	0	0	0	0	0
Olfr1015	0	0	0	0	0	0
Olfr1016	0	0	0	0	0	0
Olfr1018	0	0	0	0	0	0
Olfr1019	0	0	0	0	0	0
Olfr102	0	0	0	0	0	0
Olfr1020	0	0	0	0	0	0
Olfr1022	0	0	0	0	0	0
Olfr1023	0	0	0	0	0	0
Olfr1024	0	0	0	0	0	0
Olfr1026	0	0	0	0	0	0
Olfr1028	0	0	0	0	0	0
Olfr1029	0	0	0	0	0	0
Olfr103	0	0	0	0	0	0
Olfr1030	0	0	0	0	0	0
Olfr1031	0	0	0	0	0	0
Olfr1032	0	0	0	0	0	0
Olfr1033	3	1	8	2	1	1
Olfr1034	0	0	0	0	0	0
Olfr1036	0	0	0	0	0	0
Olfr1037	0	0	0	0	0	0
Olfr1038-ps	0	0	0	0	0	0
Olfr1039	0	0	0	0	0	0
Olfr1040	0	0	0	0	0	0
Olfr1042	0	0	0	0	0	0
Olfr1043	0	0	0	0	0	0
Olfr1044	0	0	0	0	0	0
Olfr1045	0	0	0	0	0	0
Olfr1046	0	0	0	0	0	0
Olfr1047	0	0	0	0	0	0
Olfr1048	0	0	0	0	0	0
Olfr1049	0	0	0	0	0	0
Olfr1051	0	0	0	0	0	0
Olfr1052	0	0	0	0	0	0
Olfr1053	0	0	0	0	0	0
Olfr1054	0	0	0	0	0	0
Olfr1055	0	0	0	0	0	0
Olfr1056	0	0	0	0	0	0
Olfr1057	0	0	0	0	0	0
Olfr1058	0	0	0	0	0	0
Olfr1061	0	0	0	0	0	0
Olfr1062	0	0	0	0	0	0
Olfr1065	0	0	0	0	0	0
Olfr1066	0	0	0	0	0	0
Olfr107	0	0	0	0	0	0
Olfr1076	0	0	0	0	0	0
Olfr1077-ps1	0	0	0	0	0	0
Olfr1079	0	0	0	0	0	0
Olfr108	0	0	0	0	0	0
Olfr1080	0	0	0	0	0	0
Olfr1082	0	0	0	0	0	0
Olfr1084	0	0	0	0	0	0
Olfr1085	0	0	0	0	0	0
Olfr1086	0	0	0	0	0	0
Olfr1087	0	0	0	0	0	0
Olfr1089	0	0	0	0	0	0
Olfr109	0	0	0	0	0	0
Olfr1090	0	0	0	0	0	0
Olfr1093	0	0	0	0	0	0
Olfr1094	0	0	0	0	0	0
Olfr1095	0	0	0	0	0	0
Olfr1097	0	0	0	0	0	0
Olfr1098	0	0	0	0	0	0
Olfr1099	0	0	0	0	0	0
Olfr11	0	0	0	0	0	0
Olfr110	0	0	0	0	0	0
Olfr1100	0	0	0	0	0	0
Olfr1101	0	0	0	0	0	0
Olfr1102	0	0	0	0	0	0
Olfr1104	0	0	0	0	0	0
Olfr1105	0	0	0	0	0	0
Olfr1106	0	0	0	0	0	0
Olfr1107	0	0	0	0	0	0
Olfr1109	0	0	0	0	0	0
Olfr111	0	0	0	0	0	0
Olfr1110	0	0	0	0	0	0
Olfr1111	0	0	0	0	0	0
Olfr1112	0	0	0	0	0	0
Olfr1113	0	0	0	0	0	0
Olfr1115	0	0	0	0	0	0
Olfr1116	0	0	0	0	0	0
Olfr1118	0	0	0	0	0	0
Olfr112	0	0	0	0	0	0
Olfr1120	0	0	0	0	0	0
Olfr1121	0	0	0	0	0	0
Olfr1122	0	0	0	0	0	0
Olfr1123	0	0	0	0	0	0
Olfr1124	0	0	0	0	0	0
Olfr1126	0	0	0	0	0	0
Olfr1128	0	0	0	0	0	0
Olfr1129	0	0	0	0	0	0
Olfr113	0	0	0	0	0	0
Olfr1130	0	0	0	0	0	0
Olfr1131	0	0	0	0	0	0
Olfr1132	0	0	0	0	0	0
Olfr1133	0	0	0	0	0	0
Olfr1134	0	0	0	0	0	0
Olfr1135	0	0	0	0	0	0
Olfr1136	0	0	0	0	0	0
Olfr1137	0	0	0	0	0	0
Olfr1138	0	0	0	0	0	0
Olfr114	0	0	0	0	0	0
Olfr1140	0	0	0	0	0	0
Olfr1141	0	0	0	0	0	0
Olfr1143	0	0	0	0	0	0
Olfr1145	0	0	0	0	0	0
Olfr1148	0	0	0	0	0	0
Olfr115	0	0	0	0	0	0
Olfr1151	0	0	0	0	0	0
Olfr1152	0	0	0	0	0	0
Olfr1153	0	0	0	0	0	0
Olfr1154	0	0	0	0	0	0
Olfr1155	0	0	0	0	0	0
Olfr1156	0	0	0	0	0	0
Olfr1157	0	0	0	0	0	0
Olfr1158	0	0	0	0	0	0
Olfr116	0	0	0	0	0	0
Olfr1160	0	0	0	0	0	0
Olfr1161	0	0	0	0	0	0
Olfr1162	0	0	0	0	0	0
Olfr1163	0	0	0	0	0	0
Olfr1164	0	0	0	0	0	0
Olfr1166	0	0	0	0	0	0
Olfr1167	0	0	0	0	0	0
Olfr1168	0	0	0	0	0	0
Olfr117	0	0	0	0	0	0
Olfr1170	0	0	0	0	0	0
Olfr1173	0	0	0	0	0	0
Olfr1176	0	0	0	0	0	0
Olfr1178	0	0	0	0	0	0
Olfr1179	0	0	0	0	0	0
Olfr118	0	0	0	0	0	0
Olfr1180	0	0	0	0	0	0
Olfr1181	0	0	0	0	0	0
Olfr1182	0	0	0	0	0	0
Olfr1183	0	0	0	0	0	0
Olfr1184	0	0	0	0	0	0
Olfr1186	0	0	0	0	0	0
Olfr1188	0	0	0	0	0	0
Olfr1189	0	0	0	0	0	0
Olfr119	0	0	0	0	0	0
Olfr1193	0	0	0	0	0	0
Olfr1195	0	0	0	0	0	0
Olfr1196	0	0	0	0	0	0
Olfr1197	0	0	0	0	0	0
Olfr1198	0	0	0	0	0	0
Olfr1199	0	0	0	0	0	0
Olfr12	0	0	0	0	0	0
Olfr120	0	0	0	0	0	0
Olfr1200	0	0	0	0	0	0
Olfr1201	0	0	0	0	0	0
Olfr1202	0	0	0	0	0	0
Olfr1204	0	0	0	0	0	0
Olfr1205	0	0	0	0	0	0
Olfr1206	0	0	0	0	0	0
Olfr1208	0	0	0	0	0	0
Olfr1209	0	0	0	0	0	0
Olfr121	0	0	0	0	0	0
Olfr1211	0	0	0	0	0	0
Olfr1212	0	0	0	0	0	0
Olfr1213	0	0	0	0	0	0
Olfr1214	0	0	0	0	0	0
Olfr1215	0	0	0	0	0	0
Olfr1216	0	0	0	0	0	0
Olfr1217	0	0	0	0	0	0
Olfr1218	0	0	0	0	0	0
Olfr1219	0	0	0	0	0	0
Olfr122	0	0	0	0	0	0
Olfr1220	0	0	0	0	0	0
Olfr1221	0	0	0	0	0	0
Olfr1222	0	0	0	0	0	0
Olfr1223	0	0	0	0	0	0
Olfr1225	0	0	0	0	0	0
Olfr1226	0	0	0	0	0	0
Olfr1228	0	0	0	0	0	0
Olfr1229	0	0	0	0	0	0
Olfr123	0	0	0	0	0	0
Olfr1230	0	0	0	0	0	0
Olfr1231	0	0	0	0	0	0
Olfr1232	0	0	0	0	0	0
Olfr1233	0	0	0	0	0	0
Olfr1234	0	0	0	0	0	0
Olfr1238	0	0	0	0	0	0
Olfr1239	0	0	0	0	0	0
Olfr124	0	0	0	0	0	0
Olfr1240	0	0	0	0	0	0
Olfr1241	0	0	0	0	0	0
Olfr1242	0	0	0	0	0	0
Olfr1243	0	0	0	0	0	0
Olfr1245	0	0	0	0	0	0
Olfr1246	0	0	0	0	0	0
Olfr1247	0	0	0	0	0	0
Olfr1248	0	0	0	0	0	0
Olfr1249	0	0	0	0	0	0
Olfr125	0	0	0	0	0	0
Olfr1250	0	0	0	0	0	0
Olfr1251	0	0	0	0	0	0
Olfr1252	0	0	0	0	0	0
Olfr1253	0	0	0	0	0	0
Olfr1254	0	0	0	0	0	0
